"Cob","CobLog","past.o","past","Lemma.Class","Lemma.Cob","Lemma.CobLog","present.o","present","ending.2","ending.3","regular","category","class","monosyl","moder"
7,0,"overworked","5v@w3kt","V",41,0.3,"overwork","5v@w3k","ed","","Y",NA,"regular",FALSE,NA
35,0.301,"owed","5d","V",486,1.43,"owe","5","ed","","Y",NA,"regular",TRUE,NA
124,0.8451,"owned","5nd","V",1599,1.95,"own","5n","ed","","Y",NA,"regular",TRUE,NA
2,0,"oxygenated","QksI_@n1tId","V",11,0,"oxygenate","QksI_@n1t","ed","","Y",NA,"regular",FALSE,NA
17,0,"paced","p1st","V",192,1.04,"pace","p1s","ed","","Y",NA,"regular",TRUE,NA
2,0,"pacified","p{sIf2d","V",33,0.3,"pacify","p{sIf2","ed","","Y",NA,"regular",FALSE,NA
71,0.6021,"packed","p{kt","V",688,1.58,"pack","p{k","ed","","Y",NA,"regular",TRUE,NA
8,0,"packaged","p{kI_d","V",130,0.85,"package","p{kI_","ed","","Y",NA,"regular",FALSE,NA
22,0,"padded","p{dId","V",155,0.95,"pad","p{d","ed","","Y",NA,"regular",TRUE,NA
4,0,"paddled","p{dPd","V",71,0.6,"paddle","p{dP","ed","","Y",NA,"regular",FALSE,NA
5,0,"pained","p1nd","V",27,0.3,"pain","p1n","ed","","Y",NA,"regular",TRUE,NA
155,0.9542,"painted","p1ntId","V",1285,1.86,"paint","p1nt","ed","","Y","mono","regular",TRUE,NA
4,0,"paired","p8d","V",50,0.48,"pair","p8R","ed","","Y",NA,"regular",TRUE,NA
2,0,"paled","p1ld","V",19,0,"pale","p1l","ed","","Y",NA,"regular",TRUE,NA
1,0,"palled","p$ld","V",21,0,"pall","p$l","ed","","Y",NA,"regular",TRUE,NA
1,0,"palpitated","p{lpIt1tId","V",21,0,"palpitate","p{lpIt1t","ed","","Y",NA,"regular",FALSE,NA
5,0,"pampered","p{mp@d","V",40,0.3,"pamper","p{mp@R","ed","","Y",NA,"regular",FALSE,NA
1,0,"pandered","p{nd@d","V",27,0.3,"pander","p{nd@R","ed","","Y",NA,"regular",FALSE,NA
6,0,"panelled","p{nPd","V",38,0.3,"panel","p{nP","ed","","Y",NA,"regular",FALSE,NA
11,0,"panicked","p{nIkt","V",108,0.78,"panic","p{nIk","ed","","Y",NA,"regular",FALSE,NA
5,0,"panted","p{ntId","V",176,1,"pant","p{nt","ed","","Y","mono","regular",TRUE,NA
4,0,"papered","p1p@d","V",25,0,"paper","p1p@R","ed","","Y",NA,"regular",FALSE,NA
6,0,"paraded","p@r1dId","V",77,0.6,"parade","p@r1d","ed","","Y",NA,"regular",FALSE,NA
6,0,"paralleled","p{r@lEld","V",62,0.48,"parallel","p{r@lEl","ed","","Y",NA,"regular",FALSE,NA
21,0,"paralysed","p{r@l2zd","V",152,0.9,"paralyse","p{r@l2z","ed","","Y",NA,"regular",FALSE,NA
10,0,"parched","p#Jt","V",56,0.48,"parch","p#J","ed","","Y",NA,"regular",TRUE,NA
2,0,"pardoned","p#dHd","V",56,0.48,"pardon","p#dH","ed","","Y",NA,"regular",FALSE,NA
2,0,"pared","p8d","V",33,0.3,"pare","p8R","ed","","Y",NA,"regular",TRUE,NA
70,0.6021,"parked","p#kt","V",442,1.4,"park","p#k","ed","","Y",NA,"regular",TRUE,NA
2,0,"parodied","p{r@dId","V",18,0,"parody","p{r@dI","ed","","Y",NA,"regular",FALSE,NA
2,0,"paroled","p@r5ld","V",10,0,"parole","p@r5l","ed","","Y",NA,"regular",FALSE,NA
2,0,"parried","p{rId","V",20,0,"parry","p{rI","ed","","Y",NA,"regular",FALSE,NA
40,0.301,"parted","p#tId","V",579,1.51,"part","p#t","ed","","Y","mono","regular",TRUE,NA
12,0,"participated","p#tIsIp1tId","V",386,1.34,"participate","p#tIsIp1t","ed","","Y",NA,"regular",FALSE,NA
1,0,"particularized","p@tIkjUl@r2zd","V",10,0,"particularize","p@tIkjUl@r2z","ed","","Y",NA,"regular",FALSE,NA
3,0,"partitioned","p#tISHd","V",20,0,"partition","p#tISH","ed","","Y",NA,"regular",FALSE,NA
1,0,"partnered","p#tn@d","V",19,0,"partner","p#tn@R","ed","","Y",NA,"regular",FALSE,NA
498,1.4472,"passed","p#st","V",4687,2.42,"pass","p#s","ed","","Y",NA,"regular",TRUE,NA
4,0,"pasted","p1stId","V",33,0.3,"paste","p1st","ed","","Y","mono","regular",TRUE,NA
6,0,"pasteurized","p#sJ@r2zd","V",32,0.3,"pasteurize","p#sJ@r2z","ed","","Y",NA,"regular",FALSE,NA
34,0.301,"patted","p{tId","V",302,1.23,"pat","p{t","ed","","Y","mono","regular",TRUE,NA
8,0,"patched","p{Jt","V",81,0.7,"patch","p{J","ed","","Y",NA,"regular",TRUE,NA
4,0,"patented","p1t@ntId","V",21,0,"patent","p1t@nt","ed","","Y",NA,"regular",FALSE,NA
3,0,"patrolled","p@tr5ld","V",78,0.6,"patrol","p@tr5l","ed","","Y",NA,"regular",FALSE,NA
6,0,"patronized","p{tr@n2zd","V",93,0.7,"patronize","p{tr@n2z","ed","","Y",NA,"regular",FALSE,NA
2,0,"pattered","p{t@d","V",38,0.3,"patter","p{t@R","ed","","Y",NA,"regular",FALSE,NA
15,0,"patterned","p{t@nd","V",93,0.7,"pattern","p{t@n","ed","","Y",NA,"regular",FALSE,NA
112,0.7782,"paused","p$zd","V",742,1.61,"pause","p$z","ed","","Y",NA,"regular",TRUE,NA
4,0,"paved","p1vd","V",41,0.3,"pave","p1v","ed","","Y",NA,"regular",TRUE,NA
1,0,"pawed","p$d","V",27,0.3,"paw","p$","ed","","Y",NA,"regular",TRUE,NA
2,0,"pawned","p$nd","V",27,0.3,"pawn","p$n","ed","","Y",NA,"regular",TRUE,NA
2,0,"peaked","pikt","V",21,0,"peak","pik","ed","","Y",NA,"regular",TRUE,"DROVE"
1,0,"pealed","pild","V",18,0,"peal","pil","ed","","Y","vowelt","regular",TRUE,"KEPT"
4,0,"pecked","pEkt","V",99,0.78,"peck","pEk","ed","","Y",NA,"regular",TRUE,NA
3,0,"pedalled","pEdPd","V",55,0.48,"pedal","pEdP","ed","","Y",NA,"regular",FALSE,NA
1,0,"peddled","pEdPd","V",25,0,"peddle","pEdP","ed","","Y",NA,"regular",FALSE,NA
1,0,"peed","pid","V",43,0.3,"pee","pi","ed","","Y",NA,"regular",TRUE,NA
5,0,"peeked","pikt","V",45,0.48,"peek","pik","ed","","Y",NA,"regular",TRUE,"DROVE"
13,0,"peeled","pild","V",174,1,"peel","pil","ed","","Y","vowelt","regular",TRUE,"KEPT"
3,0,"peeped","pipt","V",64,0.6,"peep","pip","ed","","Y","vowelt","regular",TRUE,"KEPT"
46,0.4771,"peered","p7d","V",492,1.43,"peer","p7R","ed","","Y",NA,"regular",TRUE,NA
5,0,"pegged","pEgd","V",51,0.48,"peg","pEg","ed","","Y",NA,"regular",TRUE,NA
3,0,"pelted","pEltId","V",39,0.3,"pelt","pElt","ed","","Y","mono","regular",TRUE,NA
7,0,"penned","pEnd","V",47,0.48,"pen","pEn","ed","","Y","novowelt","regular",TRUE,"BURNT"
7,0,"penalized","pin@l2zd","V",55,0.48,"penalize","pin@l2z","ed","","Y",NA,"regular",FALSE,NA
5,0,"pencilled","pEnsPd","V",35,0.3,"pencil","pEnsP","ed","","Y",NA,"regular",FALSE,NA
25,0,"penetrated","pEnItr1tId","V",309,1.23,"penetrate","pEnItr1t","ed","","Y",NA,"regular",FALSE,NA
5,0,"peopled","pipPd","V",28,0.3,"people","pipP","ed","","Y",NA,"regular",FALSE,NA
4,0,"peppered","pEp@d","V",29,0.3,"pepper","pEp@R","ed","","Y",NA,"regular",FALSE,NA
38,0.301,"perceived","p@sivd","V",391,1.34,"perceive","p@siv","ed","","Y",NA,"regular",FALSE,NA
32,0.301,"perched","p3Jt","V",186,1,"perch","p3J","ed","","Y",NA,"regular",TRUE,NA
1,0,"percolated","p3k@l1tId","V",21,0,"percolate","p3k@l1t","ed","","Y",NA,"regular",FALSE,NA
11,0,"perfected","p@fEktId","V",94,0.7,"perfect","p@fEkt","ed","","Y",NA,"regular",FALSE,NA
3,0,"perforated","p3f@r1tId","V",15,0,"perforate","p3f@r1t","ed","","Y",NA,"regular",FALSE,NA
103,0.7782,"performed","p@f$md","V",1398,1.89,"perform","p@f$m","ed","","Y",NA,"regular",FALSE,NA
6,0,"perfumed","p@fjumd","V",34,0.3,"perfume","p@fjum","ed","","Y",NA,"regular",FALSE,NA
9,0,"perished","pErISt","V",118,0.85,"perish","pErIS","ed","","Y",NA,"regular",FALSE,NA
2,0,"perjured","p3_@d","V",14,0,"perjure","p3_@R","ed","","Y",NA,"regular",FALSE,NA
